
[INFO] Processing chr1: /quobyte/bmhenngrp/from-lssc0/data/genomes/CAAPA_freeze2_PHASED_common_rare/snps/chr1.20240612_Freeze2.common_rare_phased.snps.vcf.gz
[INFO] chr1: Writing allele frequency table...
0it [00:00, ?it/s]
5002526it [45:05, 1876.51it/s]
5002717it [45:05, 1884.61it/s]
5002908it [45:06, 1890.05it/s]
5003098it [45:06, 1891.93it/s]
5003288it [45:06, 1890.96it/s]
5003478it [45:06, 1886.35it/s]
5003669it [45:06, 1890.60it/s]
5003859it [45:06, 1885.53it/s]
5004048it [45:06, 1880.40it/s]
5004237it [45:06, 1875.13it/s]
5004425it [45:06, 1810.32it/s]
5004607it [45:06, 1810.55it/s]
5004796it [45:07, 1832.61it/s]
5004983it [45:07, 1843.25it/s]
5005174it [45:07, 1860.45it/s]
5005361it [45:07, 1862.90it/s]
5005549it [45:07, 1865.82it/s]
5005736it [45:07, 1866.43it/s]
5005923it [45:07, 1866.50it/s]
5006112it [45:07, 1873.28it/s]
5006302it [45:07, 1879.93it/s]
5006492it [45:07, 1884.27it/s]
5006682it [45:08, 1888.59it/s]
5006871it [45:08, 1886.38it/s]
5007060it [45:08, 1880.45it/s]
5007249it [45:08, 1874.95it/s]
5007437it [45:08, 1849.88it/s]
5007626it [45:08, 1860.40it/s]
5007813it [45:08, 1851.41it/s]
5007999it [45:08, 1853.84it/s]
5008185it [45:08, 1760.13it/s]
5008369it [45:09, 1781.08it/s]
5008555it [45:09, 1802.98it/s]
5008741it [45:09, 1817.00it/s]
5008928it [45:09, 1832.35it/s]
5009117it [45:09, 1846.43it/s]
5009307it [45:09, 1860.62it/s]
5009497it [45:09, 1870.54it/s]
5009687it [45:09, 1877.78it/s]
5009878it [45:09, 1884.22it/s]
5010067it [45:09, 1885.54it/s]
5010258it [45:10, 1892.20it/s]
5010448it [45:10, 1886.05it/s]
5010638it [45:10, 1888.34it/s]
5010828it [45:10, 1890.42it/s]
5011018it [45:10, 1885.40it/s]
5011207it [45:10, 1884.22it/s]
5011396it [45:10, 1884.71it/s]
5011585it [45:10, 1883.13it/s]
5011774it [45:10, 1879.60it/s]
5011965it [45:10, 1886.24it/s]
5012155it [45:11, 1889.43it/s]
5012344it [45:11, 1887.39it/s]
5012533it [45:11, 1878.27it/s]
5012723it [45:11, 1883.17it/s]
5012912it [45:11, 1880.25it/s]
5013101it [45:11, 1873.06it/s]
5013289it [45:11, 1869.62it/s]
5013476it [45:11, 1856.75it/s]
5013662it [45:11, 1853.32it/s]
5013848it [45:11, 1851.67it/s]
5014037it [45:12, 1861.95it/s]
5014224it [45:12, 1855.53it/s]
5014410it [45:12, 1854.52it/s]
5014596it [45:12, 1852.68it/s]
5014783it [45:12, 1856.67it/s]
5014971it [45:12, 1861.78it/s]
5015158it [45:12, 1855.69it/s]
5015344it [45:12, 1853.37it/s]
5015530it [45:12, 1849.70it/s]
5015715it [45:12, 1846.13it/s]
5015900it [45:13, 1845.58it/s]
5016085it [45:13, 1843.22it/s]
5016270it [45:13, 1843.02it/s]
5016455it [45:13, 1844.69it/s]
5016640it [45:13, 1843.20it/s]
5016826it [45:13, 1846.21it/s]
5017011it [45:13, 1844.78it/s]
5017199it [45:13, 1852.93it/s]
5017388it [45:13, 1861.30it/s]
5017576it [45:13, 1865.75it/s]
5017763it [45:14, 1861.84it/s]
5017950it [45:14, 1861.35it/s]
5018137it [45:14, 1862.71it/s]
5018326it [45:14, 1868.45it/s]
5018513it [45:14, 1861.53it/s]
5018700it [45:14, 1863.80it/s]
5018888it [45:14, 1866.57it/s]
5019075it [45:14, 1862.93it/s]
5019262it [45:14, 1859.19it/s]
5019451it [45:14, 1867.06it/s]
5019638it [45:15, 1805.33it/s]
5019822it [45:15, 1814.82it/s]
5020005it [45:15, 1817.22it/s]
5020193it [45:15, 1832.91it/s]
5020380it [45:15, 1842.71it/s]
5020565it [45:15, 1842.22it/s]
5020753it [45:15, 1850.51it/s]
5020942it [45:15, 1861.68it/s]
5021131it [45:15, 1866.97it/s]
5021320it [45:15, 1871.52it/s]
5021508it [45:16, 1872.92it/s]
5021696it [45:16, 1869.43it/s]
5021883it [45:16, 1866.75it/s]
5022070it [45:16, 1863.06it/s]
5022257it [45:16, 1811.08it/s]
5022439it [45:16, 1720.96it/s]
5022623it [45:16, 1753.40it/s]
5022805it [45:16, 1771.17it/s]
5022989it [45:16, 1789.39it/s]
5023169it [45:16, 1775.40it/s]
5023347it [45:17, 1738.93it/s]
5023531it [45:17, 1767.00it/s]
5023715it [45:17, 1788.35it/s]
5023900it [45:17, 1803.62it/s]
5024081it [45:17, 1797.59it/s]
5024266it [45:17, 1811.39it/s]
5024450it [45:17, 1817.93it/s]
5024632it [45:17, 1673.56it/s]
5024802it [45:17, 1536.11it/s]
5024979it [45:18, 1598.83it/s]
5025161it [45:18, 1659.30it/s]
5025341it [45:18, 1698.15it/s]
5025521it [45:18, 1727.16it/s]
5025703it [45:18, 1753.52it/s]
5025883it [45:18, 1766.90it/s]
5026064it [45:18, 1779.40it/s]
5026245it [45:18, 1786.85it/s]
5026428it [45:18, 1796.88it/s]
5026608it [45:18, 1790.50it/s]
5026795it [45:19, 1811.40it/s]
5026977it [45:19, 1813.76it/s]
5027164it [45:19, 1829.48it/s]
5027348it [45:19, 1822.15it/s]
5027536it [45:19, 1837.57it/s]
5027720it [45:19, 1836.95it/s]
5027906it [45:19, 1841.57it/s]
5028094it [45:19, 1851.53it/s]
5028280it [45:19, 1843.89it/s]
5028465it [45:19, 1839.14it/s]
5028651it [45:20, 1843.95it/s]
5028837it [45:20, 1847.66it/s]
5029022it [45:20, 1777.34it/s]
5029201it [45:20, 1774.84it/s]
5029388it [45:20, 1800.43it/s]
5029571it [45:20, 1808.72it/s]
5029756it [45:20, 1818.80it/s]
5029940it [45:20, 1823.80it/s]
5030126it [45:20, 1832.43it/s]
5030312it [45:20, 1839.25it/s]
5030498it [45:21, 1842.94it/s]
5030683it [45:21, 1761.82it/s]
5030864it [45:21, 1773.37it/s]
5031052it [45:21, 1803.60it/s]
5031236it [45:21, 1814.23it/s]
5031424it [45:21, 1833.59it/s]
5031608it [45:21, 1833.36it/s]
5031793it [45:21, 1836.23it/s]
5031979it [45:21, 1840.86it/s]
5032166it [45:22, 1848.57it/s]
5032351it [45:22, 1845.17it/s]
5032537it [45:22, 1849.57it/s]
5032722it [45:22, 1848.13it/s]
5032907it [45:22, 1846.06it/s]
5033093it [45:22, 1849.84it/s]
5033280it [45:22, 1853.13it/s]
5033466it [45:22, 1853.78it/s]
5033652it [45:22, 1855.30it/s]
5033839it [45:22, 1857.93it/s]
5034025it [45:23, 1853.35it/s]
5034211it [45:23, 1851.40it/s]
5034398it [45:23, 1854.10it/s]
5034584it [45:23, 1855.03it/s]
5034770it [45:23, 1853.02it/s]
5034956it [45:23, 1850.04it/s]
5035142it [45:23, 1850.65it/s]
5035329it [45:23, 1854.61it/s]
5035515it [45:23, 1853.21it/s]
5035703it [45:23, 1859.10it/s]
5035889it [45:24, 1796.32it/s]
5036070it [45:24, 1799.16it/s]
5036254it [45:24, 1809.76it/s]
5036440it [45:24, 1823.31it/s]
5036623it [45:24, 1824.53it/s]
5036807it [45:24, 1826.63it/s]
5036992it [45:24, 1832.60it/s]
5037176it [45:24, 1833.62it/s]
5037360it [45:24, 1830.77it/s]
5037546it [45:24, 1837.43it/s]
5037732it [45:25, 1843.55it/s]
5037918it [45:25, 1845.40it/s]
5038103it [45:25, 1845.33it/s]
5038288it [45:25, 1840.98it/s]
5038474it [45:25, 1844.73it/s]
5038660it [45:25, 1847.80it/s]
5038847it [45:25, 1854.09it/s]
5039034it [45:25, 1856.55it/s]
5039222it [45:25, 1861.33it/s]
5039409it [45:25, 1862.93it/s]
5039596it [45:26, 1858.34it/s]
5039782it [45:26, 1800.58it/s]
5039963it [45:26, 1794.66it/s]
5040147it [45:26, 1806.44it/s]
5040330it [45:26, 1811.79it/s]
5040515it [45:26, 1821.26it/s]
5040699it [45:26, 1826.10it/s]
5040882it [45:26, 1826.47it/s]
5041065it [45:26, 1825.27it/s]
5041248it [45:26, 1821.74it/s]
5041433it [45:27, 1827.44it/s]
5041617it [45:27, 1829.60it/s]
5041801it [45:27, 1830.30it/s]
5041985it [45:27, 1695.96it/s]
5042162it [45:27, 1714.70it/s]
5042340it [45:27, 1733.06it/s]
5042519it [45:27, 1747.90it/s]
5042701it [45:27, 1766.65it/s]
5042883it [45:27, 1780.35it/s]
5043073it [45:27, 1814.89it/s]
5043257it [45:28, 1821.00it/s]
5043440it [45:28, 1817.17it/s]
5043623it [45:28, 1818.80it/s]
5043807it [45:28, 1822.70it/s]
5043993it [45:28, 1833.03it/s]
5044177it [45:28, 1803.54it/s]
5044360it [45:28, 1810.73it/s]
5044550it [45:28, 1834.49it/s]
5044736it [45:28, 1840.55it/s]
5044924it [45:28, 1849.39it/s]
5045109it [45:29, 1846.96it/s]
5045295it [45:29, 1849.95it/s]
5045481it [45:29, 1851.15it/s]
5045667it [45:29, 1853.07it/s]
5045853it [45:29, 1797.76it/s]
5046035it [45:29, 1802.66it/s]
5046223it [45:29, 1824.29it/s]
5046411it [45:29, 1840.61it/s]
5046599it [45:29, 1850.30it/s]
5046787it [45:30, 1856.24it/s]
5046974it [45:30, 1858.92it/s]
5047161it [45:30, 1861.22it/s]
5047349it [45:30, 1865.01it/s]
5047536it [45:30, 1865.26it/s]
5047723it [45:30, 1861.48it/s]
5047910it [45:30, 1863.97it/s]
5048097it [45:30, 1862.22it/s]
5048284it [45:30, 1863.54it/s]
5048471it [45:30, 1865.13it/s]
5048660it [45:31, 1871.40it/s]
5048848it [45:31, 1870.10it/s]
5049038it [45:31, 1876.63it/s]
5049228it [45:31, 1881.98it/s]
5049417it [45:31, 1883.79it/s]
5049607it [45:31, 1885.61it/s]
5049796it [45:31, 1811.39it/s]
5049983it [45:31, 1826.28it/s]
5050173it [45:31, 1845.71it/s]
5050358it [45:31, 1846.29it/s]
5050544it [45:32, 1848.16it/s]
5050732it [45:32, 1856.52it/s]
5050920it [45:32, 1862.44it/s]
5051111it [45:32, 1874.56it/s]
5051299it [45:32, 1821.67it/s]
5051489it [45:32, 1842.90it/s]
5051674it [45:32, 1841.03it/s]
5051860it [45:32, 1843.72it/s]
5052045it [45:32, 1841.35it/s]
5052230it [45:32, 1834.56it/s]
5052418it [45:33, 1845.60it/s]
5052606it [45:33, 1853.46it/s]
5052792it [45:33, 1685.06it/s]
5052965it [45:33, 1697.53it/s]
5053152it [45:33, 1744.47it/s]
5053329it [45:33, 1716.71it/s]
5053518it [45:33, 1765.92it/s]
5053707it [45:33, 1799.25it/s]
5053893it [45:33, 1816.69it/s]
5054080it [45:33, 1831.85it/s]
5054269it [45:34, 1847.21it/s]
5054458it [45:34, 1858.46it/s]
5054648it [45:34, 1870.15it/s]
5054838it [45:34, 1877.65it/s]
5055029it [45:34, 1885.95it/s]
5055219it [45:34, 1888.47it/s]
5055408it [45:34, 1887.56it/s]
5055598it [45:34, 1890.70it/s]
5055788it [45:34, 1884.69it/s]
5055977it [45:34, 1878.73it/s]
5056165it [45:35, 1876.45it/s]
5056353it [45:35, 1871.49it/s]
5056541it [45:35, 1868.33it/s]
5056731it [45:35, 1874.93it/s]
5056921it [45:35, 1881.77it/s]
5057112it [45:35, 1887.20it/s]
5057304it [45:35, 1895.56it/s]
5057494it [45:35, 1891.12it/s]
5057684it [45:35, 1878.58it/s]
5057873it [45:36, 1880.64it/s]
5058064it [45:36, 1888.66it/s]
5058253it [45:36, 1881.29it/s]
5058442it [45:36, 1883.47it/s]
5058631it [45:36, 1876.73it/s]
5058819it [45:36, 1876.58it/s]
5059007it [45:36, 1743.49it/s]
5059184it [45:36, 1749.83it/s]
5059370it [45:36, 1781.09it/s]
5059556it [45:36, 1803.08it/s]
5059744it [45:37, 1825.48it/s]
5059933it [45:37, 1843.95it/s]
5060123it [45:37, 1860.28it/s]
5060315it [45:37, 1876.58it/s]
5060507it [45:37, 1887.80it/s]
5060697it [45:37, 1888.86it/s]
5060888it [45:37, 1894.70it/s]
5061078it [45:37, 1893.13it/s]
5061268it [45:37, 1891.34it/s]
5061458it [45:37, 1889.04it/s]
5061648it [45:38, 1890.90it/s]
5061838it [45:38, 1890.63it/s]
5062030it [45:38, 1899.27it/s]
5062220it [45:38, 1891.15it/s]
5062410it [45:38, 1892.30it/s]
5062602it [45:38, 1898.08it/s]
5062792it [45:38, 1892.84it/s]
5062982it [45:38, 1886.96it/s]
5063171it [45:38, 1885.29it/s]
5063362it [45:38, 1891.70it/s]
5063552it [45:39, 1891.95it/s]
5063742it [45:39, 1886.60it/s]
5063931it [45:39, 1885.52it/s]
5064120it [45:39, 1878.47it/s]
5064310it [45:39, 1882.67it/s]
5064502it [45:39, 1892.27it/s]
5064692it [45:39, 1882.10it/s]
5064881it [45:39, 1768.38it/s]
5065070it [45:39, 1801.93it/s]
5065260it [45:39, 1829.45it/s]
5065447it [45:40, 1841.19it/s]
5065637it [45:40, 1856.15it/s]
5065824it [45:40, 1858.24it/s]
5066013it [45:40, 1866.37it/s]
5066203it [45:40, 1875.94it/s]
5066392it [45:40, 1879.60it/s]
5066583it [45:40, 1886.23it/s]
5066774it [45:40, 1892.91it/s]
5066965it [45:40, 1897.12it/s]
5067155it [45:40, 1896.33it/s]
5067345it [45:41, 1896.32it/s]
5067535it [45:41, 1894.76it/s]
5067727it [45:41, 1899.99it/s]
5067918it [45:41, 1894.84it/s]
5068108it [45:41, 1839.56it/s]
5068297it [45:41, 1852.35it/s]
5068487it [45:41, 1865.56it/s]
5068678it [45:41, 1876.55it/s]
5068869it [45:41, 1884.11it/s]
5069058it [45:41, 1877.91it/s]
5069246it [45:42, 1871.43it/s]
5069434it [45:42, 1872.00it/s]
5069622it [45:42, 1867.52it/s]
5069811it [45:42, 1873.56it/s]
5070000it [45:42, 1877.22it/s]
5070189it [45:42, 1880.07it/s]
5070378it [45:42, 1878.11it/s]
5070568it [45:42, 1881.43it/s]
5070757it [45:42, 1881.80it/s]
5070947it [45:42, 1884.96it/s]
5071137it [45:43, 1886.59it/s]
5071326it [45:43, 1884.94it/s]
5071517it [45:43, 1890.50it/s]
5071707it [45:43, 1888.35it/s]
5071896it [45:43, 1881.85it/s]
5072085it [45:43, 1881.70it/s]
5072276it [45:43, 1888.73it/s]
5072465it [45:43, 1687.81it/s]
5072640it [45:43, 1702.82it/s]
5072825it [45:44, 1743.35it/s]
5073011it [45:44, 1773.70it/s]
5073196it [45:44, 1794.52it/s]
5073383it [45:44, 1816.64it/s]
5073570it [45:44, 1829.94it/s]
5073754it [45:44, 1828.10it/s]
5073941it [45:44, 1839.19it/s]
5074126it [45:44, 1838.64it/s]
5074317it [45:44, 1857.39it/s]
5074503it [45:44, 1857.36it/s]
5074689it [45:45, 1853.03it/s]
5074878it [45:45, 1861.42it/s]
5075065it [45:45, 1859.52it/s]
5075251it [45:45, 1857.05it/s]
5075438it [45:45, 1860.34it/s]
5075625it [45:45, 1857.37it/s]
5075811it [45:45, 1857.10it/s]
5075999it [45:45, 1862.06it/s]
5076186it [45:45, 1863.87it/s]
5076373it [45:45, 1785.58it/s]
5076556it [45:46, 1796.21it/s]
5076744it [45:46, 1819.48it/s]
5076934it [45:46, 1841.71it/s]
5077119it [45:46, 1614.58it/s]
5077302it [45:46, 1672.74it/s]
5077483it [45:46, 1709.31it/s]
5077672it [45:46, 1759.07it/s]
5077853it [45:46, 1771.82it/s]
5078037it [45:46, 1790.41it/s]
5078223it [45:47, 1809.66it/s]
5078410it [45:47, 1827.40it/s]
5078594it [45:47, 1829.80it/s]
5078778it [45:47, 1832.10it/s]
5078962it [45:47, 1834.15it/s]
5079148it [45:47, 1840.00it/s]
5079336it [45:47, 1850.18it/s]
5079524it [45:47, 1856.48it/s]
5079712it [45:47, 1862.35it/s]
5079900it [45:47, 1865.84it/s]
5080087it [45:48, 1861.17it/s]
5080276it [45:48, 1869.00it/s]
5080464it [45:48, 1872.03it/s]
5080652it [45:48, 1867.88it/s]
5080842it [45:48, 1874.74it/s]
5081031it [45:48, 1878.14it/s]
5081219it [45:48, 1878.05it/s]
5081407it [45:48, 1878.56it/s]
5081595it [45:48, 1628.95it/s]
5081774it [45:48, 1670.03it/s]
5081949it [45:49, 1691.25it/s]
5082122it [45:49, 1332.45it/s]
5082306it [45:49, 1454.59it/s]
5082491it [45:49, 1555.60it/s]
5082669it [45:49, 1614.68it/s]
5082850it [45:49, 1667.78it/s]
5083036it [45:49, 1721.40it/s]
5083213it [45:49, 1670.34it/s]
5083391it [45:49, 1700.03it/s]
5083575it [45:50, 1740.13it/s]
5083756it [45:50, 1759.79it/s]
5083939it [45:50, 1778.43it/s]
5084121it [45:50, 1787.88it/s]
5084302it [45:50, 1789.08it/s]
5084482it [45:50, 1791.68it/s]
5084666it [45:50, 1804.77it/s]
5084854it [45:50, 1826.55it/s]
5085041it [45:50, 1837.47it/s]
5085225it [45:50, 1835.49it/s]
5085415it [45:51, 1854.70it/s]
5085602it [45:51, 1857.56it/s]
5085789it [45:51, 1859.70it/s]
5085976it [45:51, 1860.36it/s]
5086164it [45:51, 1863.24it/s]
5086351it [45:51, 1856.96it/s]
5086537it [45:51, 1795.42it/s]
5086721it [45:51, 1807.59it/s]
5086907it [45:51, 1822.25it/s]
5087095it [45:52, 1836.47it/s]
5087279it [45:52, 1731.85it/s]
5087466it [45:52, 1769.79it/s]
5087656it [45:52, 1805.70it/s]
5087843it [45:52, 1824.34it/s]
5088034it [45:52, 1847.98it/s]
5088223it [45:52, 1860.21it/s]
5088410it [45:52, 1793.85it/s]
5088595it [45:52, 1809.82it/s]
5088784it [45:52, 1832.48it/s]
5088975it [45:53, 1853.77it/s]
5089164it [45:53, 1863.37it/s]
5089356it [45:53, 1877.26it/s]
5089545it [45:53, 1879.34it/s]
5089734it [45:53, 1877.92it/s]
5089922it [45:53, 1875.76it/s]
5090111it [45:53, 1877.17it/s]
5090299it [45:53, 1874.33it/s]
5090488it [45:53, 1879.00it/s]
5090677it [45:53, 1879.78it/s]
5090868it [45:54, 1885.78it/s]
5091057it [45:54, 1853.66it/s]
5091243it [45:54, 1850.17it/s]
5091435it [45:54, 1869.68it/s]
5091623it [45:54, 1871.80it/s]
5091811it [45:54, 1872.85it/s]
5091999it [45:54, 1874.12it/s]
5092187it [45:54, 1867.21it/s]
5092374it [45:54, 1861.56it/s]
5092561it [45:54, 1852.85it/s]
5092747it [45:55, 1853.40it/s]
5092933it [45:55, 1855.07it/s]
5093121it [45:55, 1861.69it/s]
5093310it [45:55, 1868.87it/s]
5093498it [45:55, 1869.67it/s]
5093685it [45:55, 1859.97it/s]
5093872it [45:55, 1856.52it/s]
5094062it [45:55, 1868.47it/s]
5094250it [45:55, 1870.98it/s]
5094438it [45:55, 1869.17it/s]
5094627it [45:56, 1873.49it/s]
5094815it [45:56, 1875.18it/s]
5095004it [45:56, 1877.91it/s]
5095192it [45:56, 1824.03it/s]
5095376it [45:56, 1828.36it/s]
5095566it [45:56, 1846.57it/s]
5095755it [45:56, 1859.30it/s]
5095946it [45:56, 1872.88it/s]
5096137it [45:56, 1883.87it/s]
5096327it [45:56, 1886.54it/s]
5096516it [45:57, 1852.47it/s]
5096706it [45:57, 1865.38it/s]
5096893it [45:57, 1863.65it/s]
5097082it [45:57, 1869.34it/s]
5097270it [45:57, 1863.61it/s]
5097457it [45:57, 1863.20it/s]
5097644it [45:57, 1833.56it/s]
5097829it [45:57, 1836.80it/s]
5098015it [45:57, 1840.67it/s]
5098200it [45:57, 1802.58it/s]
5098381it [45:58, 1801.96it/s]
5098570it [45:58, 1825.10it/s]
5098753it [45:58, 1768.13it/s]
5098942it [45:58, 1803.28it/s]
5099123it [45:58, 1767.00it/s]
5099304it [45:58, 1777.19it/s]
5099494it [45:58, 1812.71it/s]
5099680it [45:58, 1824.63it/s]
5099871it [45:58, 1848.22it/s]
5100056it [45:59, 1807.53it/s]
5100238it [45:59, 1798.46it/s]
5100424it [45:59, 1813.57it/s]
5100609it [45:59, 1821.46it/s]
5100797it [45:59, 1836.20it/s]
5100988it [45:59, 1856.46it/s]
5101174it [45:59, 1794.80it/s]
5101362it [45:59, 1818.49it/s]
5101549it [45:59, 1832.06it/s]
5101733it [45:59, 1817.98it/s]
5101916it [46:00, 1805.39it/s]
5102099it [46:00, 1811.46it/s]
5102286it [46:00, 1826.92it/s]
5102469it [46:00, 1827.32it/s]
5102656it [46:00, 1839.26it/s]
5102847it [46:00, 1858.34it/s]
5103037it [46:00, 1869.98it/s]
5103225it [46:00, 1869.86it/s]
5103413it [46:00, 1870.12it/s]
5103603it [46:00, 1876.35it/s]
5103791it [46:01, 1865.72it/s]
5103980it [46:01, 1870.23it/s]
5104168it [46:01, 1870.53it/s]
5104356it [46:01, 1864.52it/s]
5104546it [46:01, 1872.30it/s]
5104734it [46:01, 1874.04it/s]
5104922it [46:01, 1870.53it/s]
5105110it [46:01, 1869.69it/s]
5105299it [46:01, 1875.07it/s]
5105487it [46:01, 1875.19it/s]
5105675it [46:02, 1768.37it/s]
5105854it [46:02, 1765.03it/s]
5106041it [46:02, 1794.09it/s]
5106231it [46:02, 1822.92it/s]
5106418it [46:02, 1835.46it/s]
5106606it [46:02, 1846.63it/s]
5106794it [46:02, 1854.08it/s]
5106981it [46:02, 1856.67it/s]
5107171it [46:02, 1866.84it/s]
5107359it [46:02, 1870.10it/s]
5107547it [46:03, 1868.31it/s]
5107734it [46:03, 1867.26it/s]
5107924it [46:03, 1875.07it/s]
5108112it [46:03, 1753.08it/s]
5108289it [46:03, 1754.67it/s]
5108478it [46:03, 1791.64it/s]
5108666it [46:03, 1817.13it/s]
5108854it [46:03, 1835.40it/s]
5109043it [46:03, 1851.42it/s]
5109233it [46:04, 1864.73it/s]
5109422it [46:04, 1870.84it/s]
5109611it [46:04, 1876.19it/s]
5109799it [46:04, 1868.89it/s]
5109986it [46:04, 1459.42it/s]
5110170it [46:04, 1554.38it/s]
5110359it [46:04, 1641.73it/s]
5110545it [46:04, 1699.68it/s]
5110723it [46:04, 1640.25it/s]
5110893it [46:05, 1328.41it/s]
5111039it [46:05, 1196.21it/s]
5111210it [46:05, 1314.85it/s]
5111395it [46:05, 1447.73it/s]
5111578it [46:05, 1547.55it/s]
5111761it [46:05, 1623.58it/s]
5111944it [46:05, 1681.21it/s]
5112127it [46:05, 1721.00it/s]
5112304it [46:05, 1734.90it/s]
5112489it [46:06, 1765.79it/s]
5112668it [46:06, 1744.78it/s]
5112844it [46:06, 1744.07it/s]
5113027it [46:06, 1767.53it/s]
5113210it [46:06, 1784.76it/s]
5113390it [46:06, 1785.12it/s]
5113571it [46:06, 1791.36it/s]
5113752it [46:06, 1796.50it/s]
5113936it [46:06, 1808.45it/s]
5114121it [46:06, 1820.10it/s]
5114308it [46:07, 1832.58it/s]
5114492it [46:07, 1832.06it/s]
5114676it [46:07, 1834.39it/s]
5114860it [46:07, 1816.80it/s]
5115044it [46:07, 1821.30it/s]
5115228it [46:07, 1826.59it/s]
5115411it [46:07, 1817.47it/s]
5115593it [46:07, 1795.26it/s]
5115777it [46:07, 1808.46it/s]
5115963it [46:07, 1821.57it/s]
5116148it [46:08, 1827.65it/s]
5116333it [46:08, 1831.58it/s]
5116517it [46:08, 1832.85it/s]
5116701it [46:08, 1819.02it/s]
5116883it [46:08, 1803.89it/s]
5117064it [46:08, 1563.02it/s]
5117249it [46:08, 1638.95it/s]
5117437it [46:08, 1703.28it/s]
5117622it [46:08, 1743.18it/s]
5117800it [46:09, 1715.57it/s]
5117985it [46:09, 1752.64it/s]
5118172it [46:09, 1785.45it/s]
5118361it [46:09, 1814.75it/s]
5118547it [46:09, 1825.56it/s]
5118733it [46:09, 1834.22it/s]
5118917it [46:09, 1825.57it/s]
5119105it [46:09, 1839.96it/s]
5119290it [46:09, 1834.01it/s]
5119478it [46:09, 1845.93it/s]
5119664it [46:10, 1847.22it/s]
5119854it [46:10, 1861.26it/s]
5120042it [46:10, 1863.77it/s]
5120232it [46:10, 1870.72it/s]
5120421it [46:10, 1875.19it/s]
5120611it [46:10, 1879.93it/s]
5120800it [46:10, 1771.29it/s]
5120987it [46:10, 1797.72it/s]
5121173it [46:10, 1814.36it/s]
5121361it [46:10, 1833.27it/s]
5121548it [46:11, 1843.88it/s]
5121737it [46:11, 1855.15it/s]
5121925it [46:11, 1861.12it/s]
5122113it [46:11, 1866.50it/s]
5122301it [46:11, 1869.80it/s]
5122489it [46:11, 1869.57it/s]
5122677it [46:11, 1871.03it/s]
5122865it [46:11, 1870.47it/s]
5123053it [46:11, 1866.32it/s]
5123240it [46:12, 1767.92it/s]
5123418it [46:12, 1767.78it/s]
5123596it [46:12, 1769.05it/s]
5123779it [46:12, 1784.28it/s]
5123960it [46:12, 1791.37it/s]
5124146it [46:12, 1809.90it/s]
5124332it [46:12, 1822.40it/s]
5124520it [46:12, 1837.83it/s]
5124709it [46:12, 1850.74it/s]
5124895it [46:12, 1852.75it/s]
5125085it [46:13, 1864.28it/s]
5125273it [46:13, 1868.42it/s]
5125461it [46:13, 1870.65it/s]
5125649it [46:13, 1868.46it/s]
5125836it [46:13, 1864.98it/s]
5126026it [46:13, 1872.90it/s]
5126214it [46:13, 1801.17it/s]
5126401it [46:13, 1819.03it/s]
5126586it [46:13, 1827.18it/s]
5126770it [46:13, 1823.90it/s]
5126954it [46:14, 1827.85it/s]
5127139it [46:14, 1833.99it/s]
5127323it [46:14, 1780.91it/s]
5127503it [46:14, 1784.32it/s]
5127689it [46:14, 1806.44it/s]
5127876it [46:14, 1823.87it/s]
5128063it [46:14, 1837.06it/s]
5128249it [46:14, 1843.04it/s]
5128436it [46:14, 1850.10it/s]
5128622it [46:14, 1848.08it/s]
5128808it [46:15, 1850.74it/s]
5128995it [46:15, 1855.89it/s]
5129183it [46:15, 1861.04it/s]
5129372it [46:15, 1867.44it/s]
5129562it [46:15, 1876.87it/s]
5129753it [46:15, 1884.65it/s]
5129945it [46:15, 1892.70it/s]
5130135it [46:15, 1889.27it/s]
5130324it [46:15, 1884.51it/s]
5130513it [46:15, 1872.30it/s]
5130703it [46:16, 1878.45it/s]
5130891it [46:16, 1801.45it/s]
5131081it [46:16, 1828.57it/s]
5131269it [46:16, 1841.01it/s]
5131456it [46:16, 1848.93it/s]
5131642it [46:16, 1852.13it/s]
5131830it [46:16, 1859.34it/s]
5132017it [46:16, 1856.32it/s]
5132203it [46:16, 1716.52it/s]
5132386it [46:16, 1748.33it/s]
5132576it [46:17, 1791.58it/s]
5132762it [46:17, 1809.61it/s]
5132949it [46:17, 1824.24it/s]
5133137it [46:17, 1839.93it/s]
5133327it [46:17, 1856.77it/s]
5133519it [46:17, 1873.30it/s]
5133707it [46:17, 1874.24it/s]
5133895it [46:17, 1864.19it/s]
5134082it [46:17, 1863.24it/s]
5134272it [46:18, 1873.24it/s]
5134460it [46:18, 1872.71it/s]
5134651it [46:18, 1881.10it/s]
5134840it [46:18, 1880.12it/s]
5135030it [46:18, 1883.08it/s]
5135220it [46:18, 1887.40it/s]
5135409it [46:18, 1749.20it/s]
5135594it [46:18, 1776.72it/s]
5135780it [46:18, 1799.63it/s]
5135962it [46:18, 1804.32it/s]
5136150it [46:19, 1825.27it/s]
5136336it [46:19, 1833.45it/s]
5136521it [46:19, 1837.41it/s]
5136711it [46:19, 1853.58it/s]
5136902it [46:19, 1868.91it/s]
5137093it [46:19, 1878.96it/s]
5137282it [46:19, 1877.62it/s]
5137472it [46:19, 1882.21it/s]
5137661it [46:19, 1882.31it/s]
5137850it [46:19, 1875.86it/s]
5138039it [46:20, 1877.92it/s]
5138228it [46:20, 1879.12it/s]
5138416it [46:20, 1879.24it/s]
5138604it [46:20, 1872.68it/s]
